武汉, 46607, 30.593098874230915, 114.30539287626743
孝感, 3465, 30.924568083068387, 113.9169030636549
黄冈, 2904, 30.454279, 114.872378
鄂州, 1383, 30.23, 114.52
荆州, 1574, 30.18, 112.16
随州, 1303, 31.42, 113.22
襄阳, 1174, 32.008986015831866, 112.12241504341364
宜昌, 924, 30.691966897477407, 111.28647107630968
荆门, 920, 31.02, 112.12
黄石, 1005, 30.12, 115.06
咸宁, 836, 29.84144307760727, 114.32249195873737
十堰, 669, 32.4, 110.47
仙桃, 573, 30.362640904224545, 113.45459315925837
天门, 494, 60.39, 113.1
潜江, 194, 30.26, 112.53
恩施州, 251, 30.270382, 109.486756
神农架林区, 11, 31.595062, 110.519221
深圳, 417, 22.33, 114.07
广州, 345, 23.129162936535767, 113.26443493366241
东莞, 96, 23.02, 113.45
佛山, 84, 23.02, 113.06
珠海, 98, 22.17, 113.34
惠州, 62, 23.05, 114.22
中山, 66, 22.31, 113.22
江门, 23, 22.35, 113.04
湛江, 22, 21.11, 110.24
肇庆, 19, 23.03, 112.27
茂名, 14, 21.4, 110.53
梅州, 16, 24.19, 116.07
汕头, 25, 23.22, 116.41
阳江, 14, 21.5, 111.58
韶关, 10, 24.48, 113.37
揭阳, 8, 22.32, 116.21
汕尾, 5, 22.47, 115.21
河源, 4, 23.43, 114.41
清远, 12, 23.42, 113.01
潮州, 5, 23.4, 116.38
温州, 504, 28.021075462659883, 120.70404052734375
台州, 146, 28.41, 121.27
宁波, 157, 29.52, 121.33
杭州, 169, 30.274085118199277, 120.15507012605667
省十里丰监狱, 36, 118.9942, 29.043365
嘉兴, 45, 30.753923968341258, 120.75854301452637
金华, 55, 29.07, 119.39
绍兴, 42, 30.0, 120.34
舟山, 10, 30.01, 122.06
衢州, 14, 28.58, 118.52
丽水, 17, 28.27, 119.54
湖州, 10, 30.52, 120.06
济宁, 257, 35.23, 116.33
烟台, 47, 37.32, 121.24
济南, 47, 36.65099695580844, 117.12049696594477
潍坊, 44, 36.43, 119.06
青岛, 60, 36.03, 120.18
德州, 37, 37.26, 116.17
威海, 38, 37.31, 122.07
聊城, 38, 36.26, 115.57
淄博, 30, 36.48, 118.03
泰安, 35, 36.11, 117.08
临沂, 49, 35.03, 118.2
枣庄, 24, 34.52, 117.33
日照, 16, 35.23, 119.32
滨州, 15, 37.22, 118.02
菏泽, 18, 35.14, 115.26
合肥, 174, 31.821447998021522, 117.22727101296186
阜阳, 155, 32.54, 115.48
蚌埠, 160, 32.91628692337119, 117.38971900194883
亳州, 108, 33.84458189315777, 115.77867597341537
六安, 69, 31.44, 116.28
马鞍山, 38, 31.43, 118.28
安庆, 83, 30.54349401548267, 117.06375483423471
宿州, 41, 33.38, 116.58
淮南, 27, 32.37, 116.58
铜陵, 29, 30.56, 117.48
淮北, 27, 33.57, 116.47
芜湖, 33, 31.352859016455138, 118.43294106423855
池州, 17, 30.665251, 117.49163
滁州, 13, 32.18, 118.18
黄山, 9, 29.43, 118.18
宣城, 6, 30.941157, 118.758899
信阳, 274, 32.07, 114.04
郑州, 157, 34.746600119319744, 113.62536806613207
南阳, 155, 33.0, 112.32
周口, 76, 33.37, 114.38
驻马店, 139, 32.58, 114.01
商丘, 91, 34.26, 115.38
安阳, 53, 36.06, 114.21
平顶山, 58, 33.44, 113.17
焦作, 32, 35.14, 113.12
许昌, 39, 34.01, 113.49
漯河, 35, 33.33, 114.02
洛阳, 31, 34.41, 112.27
开封, 26, 34.47, 114.21
濮阳, 17, 35.44, 115.01
新乡, 57, 35.18, 113.52
鹤壁, 19, 35.54, 114.11
济源, 5, 35.04, 112.35
三门峡, 7, 34.47, 111.12
待明确地区, 0, 39.934335, 116.386441
九江, 118, 29.43, 115.58
南昌, 229, 28.683213108978173, 115.85812099277973
上饶, 123, 25.27, 117.58
宜春, 106, 27.47, 114.23
新余, 130, 27.48, 114.56
赣州, 76, 28.52, 114.56
抚州, 72, 27.949715, 116.358322
萍乡, 33, 27.37, 113.5
鹰潭, 18, 28.14, 117.03
吉安, 22, 27.07, 114.58
景德镇, 6, 29.17, 117.13
赣江新区, 1, 27.929944, 115.781844
长沙, 242, 28.228208961964476, 112.9388140887022
岳阳, 156, 29.22, 113.06
株洲, 80, 27.51, 113.09
娄底, 76, 27.44, 111.59
常德, 82, 29.02, 111.51
邵阳, 102, 27.14, 111.28
衡阳, 48, 26.53, 112.37
湘潭, 36, 27.52, 112.53
郴州, 39, 25.46, 113.02
永州, 43, 26.13, 111.37
益阳, 59, 28.36, 112.2
怀化, 40, 27.33, 109.58
湘西自治州, 8, 27.945844, 109.606304
张家界, 5, 29.08, 110.29
成都, 143, 30.572269037513724, 104.06654108315706
甘孜州, 69, 30.040927, 101.959296
达州, 41, 31.210012, 107.468001
南充, 39, 30.49, 106.04
泸州, 24, 28.54, 105.24
巴中, 24, 31.51, 106.43
德阳, 18, 31.09, 104.22
广安, 30, 30.456424, 106.633233
绵阳, 22, 31.3, 104.42
内江, 22, 29.36, 105.02
遂宁, 17, 30.31, 105.33
凉山州, 13, 27.87846, 102.26142
宜宾, 12, 28.47, 104.34
雅安, 7, 29.59, 102.59
自贡, 9, 29.23, 104.46
眉山, 8, 29.36, 103.29
乐山, 3, 29.36, 103.44
资阳, 3, 30.09, 104.38
攀枝花, 16, 26.34, 101.43
广元, 6, 32.28, 105.51
阿坝州, 1, 31.895447, 102.225721
哈尔滨, 198, 45.80377505254563, 126.53496712446213
双鸭山, 52, 46.38, 131.11
鸡西, 46, 45.17, 130.57
齐齐哈尔, 43, 47.2, 123.57
大庆, 26, 46.36, 125.01
绥化, 47, 46.38, 126.59
七台河, 17, 45.48, 130.49
牡丹江, 14, 44.35, 129.36
黑河, 14, 50.14, 127.29
鹤岗, 5, 47.2, 130.16
伊春, 1, 47.42, 128.56
佳木斯, 15, 46.47, 130.22
大兴安岭, 2, 52.337856, 124.711103
万州区, 118, 30.742659, 108.421623
江北区, 28, 29.598595, 106.570703
綦江区, 23, 29.02696, 106.655317
长寿区, 22, 29.861985, 107.072653
奉节县, 22, 31.018159, 109.468811
潼南区, 18, 30.18598, 105.845318
合川区, 23, 29.973652, 106.279933
垫江县, 20, 30.326021, 107.341332
南岸区, 15, 29.502422, 106.643656
九龙坡区, 20, 29.442965, 106.370568
沙坪坝区, 9, 29.541206, 106.455846
渝北区, 17, 29.715968, 106.630971
两江新区, 17, 29.812365, 106.540428
铜梁区, 10, 29.843843, 106.046991
丰都县, 10, 29.863654, 107.730572
大足区, 14, 29.712352, 105.715989
巫溪县, 14, 31.404884, 109.56626
云阳县, 25, 30.92955, 108.731315
开州区, 21, 31.234946, 108.371901
渝中区, 20, 29.552487, 106.568972
石柱县, 15, 30.008417, 108.116009
巫山县, 10, 31.064296, 109.875084
荣昌区, 9, 29.40109, 105.594332
忠县, 21, 30.300236, 108.026593
巴南区, 6, 29.372595, 106.740802
涪陵区, 5, 29.705348, 107.393191
璧山区, 9, 29.591133, 106.223238
高新区, 4, 29.528777, 106.48754
彭水县, 2, 29.293604, 108.172892
大渡口区, 7, 29.483982, 106.482417
永川区, 5, 29.358019, 105.930889
酉阳, 1, 28.850735, 108.769068
万盛经开区, 1, 29.015876, 106.932619
江津区, 4, 29.280379, 106.264487
梁平区, 4, 30.667052, 107.809032
黔江区, 2, 29.526508, 108.771594
城口县, 2, 31.936796, 108.664047
武隆区, 1, 29.332913, 107.763512
秀山县, 1, 28.440337, 109.011141
海淀区, 62, 39.95955, 116.294742
朝阳区, 60, 39.924547, 116.446572
西城区, 53, 39.913649, 116.367268
丰台区, 41, 39.861278, 116.29005
大兴区, 39, 39.723381, 116.342863
昌平区, 29, 40.221815, 116.242413
外地来京人员, 26, 39.948095, 116.387524
通州区, 19, 39.906958, 116.660624
房山区, 16, 39.744323, 116.114439
石景山区, 14, 39.906379, 116.219232
东城区, 12, 39.926579, 116.418194
顺义区, 10, 40.134469, 116.6541
怀柔区, 7, 40.326283, 116.634712
密云区, 7, 40.380666, 116.840227
门头沟区, 3, 39.939375, 116.099364
延庆区, 1, 40.463632, 115.981995
待明确地区, 0, 39.934335, 116.386441
南京, 93, 32.0602549874589, 118.79687692970037
苏州, 87, 31.19, 120.37
连云港, 48, 34.597536, 119.221652
淮安, 66, 33.3, 119.09
无锡, 55, 31.34, 120.18
